product_id,branch_id,quantity,transaction_date,unit_price,total_amount,payment_method,created_at
218,2,5,2025-10-23,79331.7,396658.5,card,2025-11-21 09:00:13.168692
263,1,1,2025-10-23,47032.5,47032.5,cash,2025-11-21 09:00:13.168692
262,1,3,2025-10-23,72465.8,217397.40000000002,gcash,2025-11-21 09:00:13.168692
223,2,1,2025-10-23,134.36,134.36,other,2025-11-21 09:00:13.168692
265,1,1,2025-10-23,157.86,157.86,gcash,2025-11-21 09:00:13.168692
266,1,2,2025-10-23,237.01,474.02,cash,2025-11-21 09:00:13.168692
225,2,2,2025-10-23,10644.4,21288.8,card,2025-11-21 09:00:13.168692
224,2,1,2025-10-23,1772.67,1772.67,other,2025-11-21 09:00:13.168692
219,2,3,2025-10-24,72445.7,217337.09999999998,cash,2025-11-21 09:00:13.168692
264,1,1,2025-10-24,53887.2,53887.2,other,2025-11-21 09:00:13.168692
218,2,3,2025-10-24,79331.7,237995.09999999998,cash,2025-11-21 09:00:13.168692
263,1,1,2025-10-24,47032.5,47032.5,gcash,2025-11-21 09:00:13.168692
262,1,1,2025-10-24,72465.8,72465.8,other,2025-11-21 09:00:13.168692
223,2,3,2025-10-24,134.36,403.08000000000004,other,2025-11-21 09:00:13.168692
222,2,2,2025-10-24,387.56,775.12,other,2025-11-21 09:00:13.168692
265,1,2,2025-10-24,157.86,315.72,gcash,2025-11-21 09:00:13.168692
266,1,2,2025-10-24,237.01,474.02,card,2025-11-21 09:00:13.168692
225,2,1,2025-10-24,10644.4,10644.4,card,2025-11-21 09:00:13.168692
226,2,1,2025-10-24,5503.97,5503.97,card,2025-11-21 09:00:13.168692
224,2,4,2025-10-24,1772.67,7090.68,other,2025-11-21 09:00:13.168692
264,1,1,2025-10-25,53887.2,53887.2,cash,2025-11-21 09:00:13.168692
220,2,1,2025-10-25,35169.3,35169.3,other,2025-11-21 09:00:13.168692
218,2,4,2025-10-25,79331.7,317326.8,cash,2025-11-21 09:00:13.168692
263,1,4,2025-10-25,47032.5,188130.0,gcash,2025-11-21 09:00:13.168692
262,1,1,2025-10-25,72465.8,72465.8,card,2025-11-21 09:00:13.168692
223,2,2,2025-10-25,134.36,268.72,gcash,2025-11-21 09:00:13.168692
222,2,3,2025-10-25,387.56,1162.68,gcash,2025-11-21 09:00:13.168692
267,1,1,2025-10-25,132.78,132.78,other,2025-11-21 09:00:13.168692
265,1,3,2025-10-25,157.86,473.58000000000004,cash,2025-11-21 09:00:13.168692
225,2,4,2025-10-25,10644.4,42577.6,gcash,2025-11-21 09:00:13.168692
224,2,1,2025-10-25,1772.67,1772.67,cash,2025-11-21 09:00:13.168692
219,2,1,2025-10-26,72445.7,72445.7,gcash,2025-11-21 09:00:13.168692
220,2,1,2025-10-26,35169.3,35169.3,gcash,2025-11-21 09:00:13.168692
218,2,6,2025-10-26,79331.7,475990.19999999995,card,2025-11-21 09:00:13.168692
263,1,1,2025-10-26,47032.5,47032.5,gcash,2025-11-21 09:00:13.168692
262,1,2,2025-10-26,72465.8,144931.6,card,2025-11-21 09:00:13.168692
223,2,3,2025-10-26,134.36,403.08000000000004,card,2025-11-21 09:00:13.168692
265,1,1,2025-10-26,157.86,157.86,cash,2025-11-21 09:00:13.168692
266,1,4,2025-10-26,237.01,948.04,cash,2025-11-21 09:00:13.168692
225,2,1,2025-10-26,10644.4,10644.4,card,2025-11-21 09:00:13.168692
224,2,3,2025-10-26,1772.67,5318.01,cash,2025-11-21 09:00:13.168692
219,2,1,2025-10-27,72445.7,72445.7,other,2025-11-21 09:00:13.168692
264,1,1,2025-10-27,53887.2,53887.2,card,2025-11-21 09:00:13.168692
220,2,1,2025-10-27,35169.3,35169.3,gcash,2025-11-21 09:00:13.168692
218,2,3,2025-10-27,79331.7,237995.09999999998,card,2025-11-21 09:00:13.168692
221,2,1,2025-10-27,146.16,146.16,card,2025-11-21 09:00:13.168692
263,1,7,2025-10-27,47032.5,329227.5,gcash,2025-11-21 09:00:13.168692
223,2,1,2025-10-27,134.36,134.36,card,2025-11-21 09:00:13.168692
222,2,5,2025-10-27,387.56,1937.8,other,2025-11-21 09:00:13.168692
267,1,1,2025-10-27,132.78,132.78,other,2025-11-21 09:00:13.168692
265,1,4,2025-10-27,157.86,631.44,card,2025-11-21 09:00:13.168692
266,1,2,2025-10-27,237.01,474.02,card,2025-11-21 09:00:13.168692
225,2,3,2025-10-27,10644.4,31933.199999999997,cash,2025-11-21 09:00:13.168692
224,2,3,2025-10-27,1772.67,5318.01,other,2025-11-21 09:00:13.168692
218,2,3,2025-10-28,79331.7,237995.09999999998,card,2025-11-21 09:00:13.168692
263,1,2,2025-10-28,47032.5,94065.0,other,2025-11-21 09:00:13.168692
223,2,2,2025-10-28,134.36,268.72,gcash,2025-11-21 09:00:13.168692
