product_id,branch_id,quantity,transaction_date,unit_price,total_amount,payment_method,created_at
310,3,3,2025-11-01,1299.99,3899.9700000000003,gcash,2025-11-27 15:32:43.872552
315,3,1,2025-11-01,5197.77,5197.77,other,2025-11-27 15:32:43.872552
316,3,4,2025-11-01,157.86,631.44,card,2025-11-27 15:32:43.872552
317,3,1,2025-11-01,132.78,132.78,card,2025-11-27 15:32:43.872552
310,3,1,2025-11-02,1299.99,1299.99,cash,2025-11-27 15:32:43.872552
315,3,1,2025-11-02,5197.77,5197.77,card,2025-11-27 15:32:43.872552
316,3,3,2025-11-02,157.86,473.58000000000004,card,2025-11-27 15:32:43.872552
310,3,1,2025-11-03,1299.99,1299.99,gcash,2025-11-27 15:32:43.872552
315,3,1,2025-11-03,5197.77,5197.77,gcash,2025-11-27 15:32:43.872552
316,3,3,2025-11-03,157.86,473.58000000000004,card,2025-11-27 15:32:43.872552
310,3,2,2025-11-04,1299.99,2599.98,other,2025-11-27 15:32:43.872552
315,3,1,2025-11-04,5197.77,5197.77,card,2025-11-27 15:32:43.872552
310,3,2,2025-11-05,1299.99,2599.98,gcash,2025-11-27 15:32:43.872552
315,3,1,2025-11-05,5197.77,5197.77,card,2025-11-27 15:32:43.872552
315,3,1,2025-11-06,5197.77,5197.77,gcash,2025-11-27 15:32:43.872552
310,3,4,2025-11-07,1299.99,5199.96,cash,2025-11-27 15:32:43.872552
315,3,1,2025-11-07,5197.77,5197.77,other,2025-11-27 15:32:43.872552
310,3,4,2025-11-08,1299.99,5199.96,other,2025-11-27 15:32:43.872552
311,3,1,2025-11-08,4999.99,4999.99,cash,2025-11-27 15:32:43.872552
315,3,1,2025-11-08,5197.77,5197.77,other,2025-11-27 15:32:43.872552
310,3,4,2025-11-09,1299.99,5199.96,gcash,2025-11-27 15:32:43.872552
315,3,1,2025-11-09,5197.77,5197.77,cash,2025-11-27 15:32:43.872552
315,3,2,2025-11-10,5197.77,10395.54,card,2025-11-27 15:32:43.872552
310,3,2,2025-11-11,1299.99,2599.98,gcash,2025-11-27 15:32:43.872552
315,3,2,2025-11-11,5197.77,10395.54,gcash,2025-11-27 15:32:43.872552
310,3,2,2025-11-12,1299.99,2599.98,other,2025-11-27 15:32:43.872552
310,3,2,2025-11-13,1299.99,2599.98,gcash,2025-11-27 15:32:43.872552
310,3,5,2025-11-14,1299.99,6499.95,other,2025-11-27 15:32:43.872552
310,3,2,2025-11-15,1299.99,2599.98,gcash,2025-11-27 15:32:43.872552
310,3,2,2025-11-16,1299.99,2599.98,other,2025-11-27 15:32:43.872552
315,3,1,2025-11-16,5197.77,5197.77,cash,2025-11-27 15:32:43.872552
310,3,3,2025-11-17,1299.99,3899.9700000000003,gcash,2025-11-27 15:32:43.872552
315,3,1,2025-11-17,5197.77,5197.77,cash,2025-11-27 15:32:43.872552
310,3,5,2025-11-18,1299.99,6499.95,card,2025-11-27 15:32:43.872552
315,3,1,2025-11-18,5197.77,5197.77,other,2025-11-27 15:32:43.872552
310,3,3,2025-11-19,1299.99,3899.9700000000003,other,2025-11-27 15:32:43.872552
310,3,2,2025-11-20,1299.99,2599.98,card,2025-11-27 15:32:43.872552
310,3,2,2025-11-21,1299.99,2599.98,cash,2025-11-27 15:32:43.872552
310,3,2,2025-11-22,1299.99,2599.98,other,2025-11-27 15:32:43.872552
310,3,1,2025-11-23,1299.99,1299.99,cash,2025-11-27 15:32:43.872552
315,3,2,2025-11-23,5197.77,10395.54,other,2025-11-27 15:32:43.872552
310,3,2,2025-11-24,1299.99,2599.98,cash,2025-11-27 15:32:43.872552
315,3,1,2025-11-24,5197.77,5197.77,gcash,2025-11-27 15:32:43.872552
315,3,1,2025-11-27,5197.77,5197.77,gcash,2025-11-27 15:32:43.872552
315,3,2,2025-11-30,5197.77,10395.54,gcash,2025-11-27 15:32:43.872552
